id,pair,sentence,label,status,annotator_1,annotator_2,label_1,label_2
26,pair1,រាប់ចាប់ពីការក្រេបកាហ្វេមួយកែវដំបូងនៅពេលព្រឹក សារជាតិកាហ្វេអ៊ីន បានជ្រាបចូលភ្លាម ទៅក្នុងចរន្តឈាមរបស់អ្នក ។,,needs_adjudication,Bath,Nacc,positive,neutral
27,pair1,គូសបញ្ជាក់ផងដែរថា ល្បែងស៊ីសងទាំងអស់នេះ អាចបណ្តាលឱ្យមានអំពើហិង្សា ការលួចឆក់ប្លន់ និងជាកន្លែងប្រើប្រាស់ជួញដូរចែកចាយគ្រឿងញៀនផងដែរ។,negative,agreed,Bath,Nacc,negative,negative
28,pair1,អ្នកស្រីបានលើកឡើងថា៖ ខ្ញុំចូលចិត្តអគារនៅសាលាវិទ្យាស្ថានភាសាបរទេសជាងគេ ព្រោះវានៅសល់គូទឹក នៅសល់សួនច្បារ ហើយនៅពេលយើងនៅក្នុងអគារហ្នឹងមានអារម្មណ៍ថា វាត្រជាក់ស្រួលខ្លួន។,positive,agreed,Bath,Nacc,positive,positive
29,pair1,កាលបើអង្គុយស្រួលបួលហើយបានដឹងកិច្ចការនោះសព្វគ្រប់បុរសទំពែកទាំង៤នាក់ក៏អង្គុយនៅស្ងៀមសញ្ជឹងគិតមួយសន្ទុះរួចឃុតក៏ចាប់និយាយមុនគេឡើងថា៖ទំពក់វាទៅទើបព្នៅវាមក។,neutral,agreed,Bath,Nacc,neutral,neutral
30,pair1,មន្ត្រីសហភាពអឺរ៉ុបកំពូលពីរនាក់កាលពីថ្ងៃអង្គារទី ៤ ខែតុលា បានអំពាវនាវឱ្យមានខ្ចីប្រាក់រួមគ្នាដើម្បីជួយប្លុកដែលមានប្រទេសជាសមាជិកចំនួន ២៧ ដើម្បីឆ្លើយតបនឹងវិបត្តិថាមពលជាមួយគ្នា បន្ទាប់ពីអាល្លឺម៉ង់បានប្រឈមមុខនឹងការរិះគន់ចំពោះការបដិសេដលើផែនការមួយនេះ។,,needs_adjudication,Bath,Nacc,positive,neutral
31,pair1,ដូច្នេះហើយ កិច្ចការសម្របសម្រួលនៃការធ្វើផែនការ និងការអនុវត្តគោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភាពជាមួយនឹងយុទ្ធសាស្តរអភិវឌ្ឍន៍នៅក្នុងមូលដ្ឋាននានា ដូចជា ផែនការយុទ្ធសាស្តរអភិវឌ្ឍន៍ជាតិ ២០១៤-២០១៨ ត្រូវបានកំណត់ជាអាទិភាព។,,needs_adjudication,Bath,Nacc,positive,neutral
32,pair1,ក្រៅពីទម្លាប់ទទួលទានល្អ អ្នកក៏អាចធ្វើឲ្យសុខភាពកាន់តែប្រសើរឡើងមួយកម្រិតទៀត តាមរយៈការហាត់ប្រាណទៀងទាត់ និងកាត់បន្ថយការទទួលទានគ្រឿងស្រវឹង។,positive,agreed,Bath,Nacc,positive,positive
33,pair1,ក្នុងសម័យឌីជីថលនេះ តួនាទីរបស់ទូរសព្ទស្មាតហ្វូនមានសារៈសំខាន់ខ្លាំងណាស់ ក្នុងការគាំទ្រសកម្មភាពមនុស្ស។,positive,agreed,Bath,Nacc,positive,positive
34,pair1,មុនថ្ងៃស្អែកចូលមកដល់ និងបន្ទាប់ពីអានអត្ថបទនេះរួច យើងសង្ឃឹមថាថ្ងៃនេះជាថ្ងៃចុងក្រោយដែលអ្នកព្រងើយកន្តើយនឹងផែនការថែរក្សាសុខភាពរបស់អ្នក ដោយសារតែសុខភាពរបស់យើងម្នាក់ៗមិនស្ថិតស្ថេរទេ។,,needs_adjudication,Bath,Nacc,neutral,positive
35,pair1,នៅក្នុងសៀវភៅទក្ខិណានុប្បទានបានពន្យល់ថា ហេតុដែលនាំឱ្យកើតបុណ្យមានតែបីចំណុចប៉ុណ្ណោះគឺចេតនាទាំងបីហ្នឹងឯងជាប្រភពនាំឱ្យកើតបុណ្យ ដែលពាក្យថាចេតនានេះប្រែថា ការជ្រះថ្លា សប្បាយរីករាយ ពេញចិត្តក្នុងទង្វើល្អផ្សេងៗ មានចំណាយទ្រព្យធ្វើបុណ្យជាដើម ។,positive,agreed,Bath,Nacc,positive,positive
36,pair1,ជាគំរូមួយ ពួកគេបានចង្អុលទៅគម្រោងការងារនៃជំងឺរាតត្បាតរបស់ប្លុក ដែលសហភាពអឺរ៉ុបបានខ្ចីប្រាក់ ១០០ ពាន់លានអឺរ៉ូក្នុងការចំណាយទាបបំផុត ហើយផ្តល់ប្រាក់កម្ចីជាជាងការប្រគល់វាដោយឥតគិតថ្លៃដល់រដ្ឋាភិបាលជាសមាជិក។,,needs_adjudication,Bath,Nacc,negative,neutral
37,pair1,លោកបានបន្ថែមថា ការបំភាយឧស្ម័នផ្ទះកញ្ចក់ចំនួន ៧០ លានតោនផ្សេងទៀតអាចត្រូវបានផលិតសម្រាប់ការកសាងឡើងវិញនូវហេដ្ឋារចនាសម្ព័ន្ធ និងអគារដែលត្រូវបានបំផ្លាញក្នុងអំឡុងសង្គរាម៕,negative,agreed,Bath,Nacc,negative,negative
38,pair1,ឧស្សាហកម្មកំពុងផ្លាស់ប្តូរ ដំណើរការរបស់ពួកគេកំពុងឆ្ពោះទៅរកខ្សែចង្វាក់តម្លៃ។,neutral,agreed,Bath,Nacc,neutral,neutral
39,pair1,បើតាមរបាយការណ៍របស់ក្រុមប្រឹក្សាអភិវឌ្ឍន៍កម្ពុជា ដែលបានផ្សព្វផ្សាយ កាលពីថ្ងៃទី៥ ខែតុលា ឆ្នាំ២០២២ បានឱ្យដឹងថា កម្ពុជា បានអនុម័តគម្រោងវិនិយោគថ្មី សរុបចំនួន១៥០គម្រោង ក្រោមទុនវិនិយោគ ៣៥០០លានដុល្លារ ដោយរាប់ចាប់ពីខែមករា ដល់ខែកញ្ញា ឆ្នាំ២០២២។,,needs_adjudication,Bath,Nacc,neutral,positive
40,pair1,ការផ្តន្ទាទោសទៅលើអ្នកទាំង១១នាក់ធ្វើឡើងនៅថ្ងៃទី១១ខែវិច្ឆិកាឆ្នាំ២០១៤។,,needs_adjudication,Bath,Nacc,negative,neutral
41,pair1,ទោះយ៉ាងណា លោក ថេង សាវឿន កត់សម្គាល់ការជំរុញវិស័យកសិកម្មក្នុងស្រុក នៅតែមានបញ្ហាប្រឈមមួយចំនួន ដែលរដ្ឋាភិបាលត្រូវគិតគូយកចិត្តទុកដាក់។,,needs_adjudication,Bath,Nacc,neutral,negative
42,pair1,ខ្សែបម្រើការពារស្លាបរបស់ក្រុមភ្នំពេញក្រោន កីឡាករ យ៉ើ ម៉ូស្លីម បានឱ្យដឹងថា បាទ បងពួកខ្ញុំបានត្រៀមខ្លួន១០០% ដើម្បីឡើងទៅវគ្គបន្ត ហើយពួកខ្ញុំបាន និងខិតខំ ប្រឹងប្រែងឱ្យអស់ពី សមត្ថភាពដែលពួកយើងមាន។,positive,agreed,Bath,Nacc,positive,positive
43,pair1,គោលបំណងនៃគោលដៅនេះ គឺពឹងផ្អែកលើការចាប់យកជំនាញ និងការកសាងសមត្ថភាពដើម្បីទទួលបាននូវចំណេះដឹងដែលកម្ពុជា និងប្រជាជនកម្ពុជាត្រូវការ។,positive,agreed,Bath,Nacc,positive,positive
44,pair1,ទន្ទឹមនឹងនេះ អនុស្សរណៈរបស់សេតវិមានក៏បានលើកឡើងផងដែរថា ប្រាក់នឹងត្រូវប្រើប្រាស់សម្រាប់ការអប់រំ និងការបណ្តុះបណ្តាលយោធាអ៊ុយក្រែន។,neutral,agreed,Bath,Nacc,neutral,neutral
45,pair1,យើងក៏កំពុងធ្វើការដើម្បីសម្របយុទ្ធសាស្ត្រការពាររបស់យើងទៅនឹងការគំរាមកំហែងផ្លាស់ប្តូរដែលយើងប្រឈមមុខ»។,neutral,agreed,Bath,Nacc,neutral,neutral
46,pair1,ជាងនេះទៅទៀត ប្រសិនបើមុខវិជ្ជាណាមួយត្រូវបានបង្រៀន ហើយបន្ទាប់មកត្រូវបានពង្រឹងតាមរយៈហ្គេមដែលមានកម្មវិធី វាពិតជាជួយក្នុងការបង្កើនការចងចាំរបស់ពួកគេ និងពង្រឹងការរៀនសូត្ររបស់ពួកគេអំពីគោលគំនិត ។,positive,agreed,Bath,Nacc,positive,positive
47,pair1,(សៀមរាប)៖ អភិរក្សដ្ឋានអង្គរសៀមរាបនឹងបើកទ្វារឲ្យសាធារណជនចូលទស្សនាវត្ថុសិល្បៈក្នុងអភិរក្សដ្ឋានអង្គរដោយសេរីនៅថ្ងៃទី១៧ ខែកញ្ញា ឆ្នាំ២០២២។,positive,agreed,Bath,Nacc,positive,positive
48,pair1,ទទួលស្គាល់នូវការរួមចំណែកពីសមាជិកក្រុមការងារនិងអ្នកពាក់ព័ន្ធសំខាន់ៗ,,needs_adjudication,Bath,Nacc,neutral,positive
49,pair1,ក្នុងស្ថានភាពនេះ លោកបានមើលឃើញទៀតថា ទីផ្សារតម្រូវការសេវាថែទាំសុខភាពរបស់ប្រជាជនកម្ពុជាមានទំហំធំ។,positive,agreed,Bath,Nacc,positive,positive
50,pair1,ដល់កន្លែងបុរសនោះសុំអំបិលដាក់កាហ្វេ,neutral,agreed,Bath,Nacc,neutral,neutral
51,pair1,មិត្តភក្តិខ្លះស្គាល់យើងពេលយើងមានលុយ ពេលយើងអាចជួយគេបាន ពេលគេអាចពឹងយើងបាន ប៉ុន្តែពេលយើងលំបាកខ្លាំងពួកគេក៏បាត់ទៅណាអស់។,negative,agreed,Bath,Nacc,negative,negative
52,pair1,អ៊ីចឹងខួរក្បាលយើងត្រូវការអ៊ុកស៊ីហ្សែនគឺអត់ទទួលបានគ្រប់គ្រាន់ទេ មិនថាចិញ្ចឹមខួរក្បាល បេះដូង និងសរីរាង្គផ្សេងៗ អត់គ្រប់គ្រាន់ទេ។,,needs_adjudication,Bath,Nacc,neutral,negative
53,pair1,ការងារមានស្ថិរភាព ហើយអ្នកអាចទទួលបានសមិទ្ធផលជាក់លាក់ក្នុងអាជីពរបស់អ្នក ធានាជីវិតរបស់អ្នក។,positive,agreed,Bath,Nacc,positive,positive
54,pair1,សវនាការលើកទី៦១ នេះ ជាសវនាការលើកទី២ ដែលតុលាការប្រើពេលពេញមួយថ្ងៃដេញដោលសាក្សី។,neutral,agreed,Bath,Nacc,neutral,neutral
55,pair1,អង្គការសុខភាពពិភពលោកបានព្យាករណ៍ថាតួលេខនេះនឹងកើនឡើងគួរឱ្យកត់សម្គាល់ក្នុងរយៈពេលប៉ុន្មានឆ្នាំខាងមុខនេះ។,neutral,agreed,Bath,Nacc,neutral,neutral
56,pair1,ពួកគេបាននិយាយថា ពួកគេត្រូវបានបង្ខំឱ្យធ្វើការ ហើយមិនបានបើកប្រាក់ខែ ទើបពួកគេសម្រេចចិត្តរត់ចេញទៅប្រទេសវៀតណាម។,negative,agreed,Bath,Nacc,negative,negative
57,pair1,ជុំវិញបញ្ហានេះ Lionel Messi ត្រូវបានកាសែតអាម៉េរិក ESPN ដកស្រង់សម្តីថា «ការប្រកួត World Cup នាប្រទេសកាតា នឹងក្លាយជាការប្រកួតចុងក្រោយរបស់ខ្ញុំ ក្នុងក្រុមជម្រើសជាតិអាហ្សង់ទីន»។,neutral,agreed,Bath,Nacc,neutral,neutral
58,pair1,រដ្ឋាភិបាលកំពុងធ្វើការអភិវឌ្ឍភូមិធម្មជាតិរុនតាឯកថ្មី លើដីទំហំ១ ១១២ហិកតា ក្នុងឃុំរុនតាឯក សម្រាប់ឱ្យប្រជាពលរដ្ឋដែលកំពុងរស់នៅខុសច្បាប់ក្នុងតំបន់រមណីយដ្ឋានអង្គរ ស្ម័គ្រចិត្តដោះដូរទៅរស់នៅតំបន់នេះវិញ។,,needs_adjudication,Bath,Nacc,neutral,positive
59,pair1,ដោយសារការយល់ឃើញរបស់សាធារណជនបានផ្លាស់ប្តូរ ក្រុមហ៊ុនធានារ៉ាប់រង ក៏កំពុងរក្សាល្បឿន ជាមួយនឹងនិន្នាការផ្លាស់ប្តូរនេះដែរ។,neutral,agreed,Bath,Nacc,neutral,neutral
60,pair1,សាលាអន្តរជាតិសិង្ហបុរី (SCIA) ព្យាយាមនាំមកនូវការអប់រំស្តង់ដាសិង្ហបុរីដែលមានគុណភាពខ្ពស់មកកាន់រាជធានីភ្នំពេញ។,positive,agreed,Bath,Nacc,positive,positive
61,pair1,ទន្ទឹមនឹងជំនន់ទឹកភ្លៀងនេះដែរ ក្រសួងធនធានទឹក និងឧតុនិយម នៅថ្ងៃទី៤ ខែតុលា ឆ្នាំ២០២២ ក៏បានអំពាវនាវឱ្យប្រជាពលរដ្ឋ បន្តប្រុងប្រយ័ត្នចំពោះបាតុភូតធម្មជាតិ ដែលអាចកើតមានឡើងជាយថាហេតុ។,,needs_adjudication,Bath,Nacc,negative,neutral
62,pair1,ការស្វែងយល់ពីទំនាក់ទំនង នៃគោលដៅអភិវឌ្ឍន៍សហ្សវត្យរ៍នីមួយៗ ហើយនឹងតម្រូវការនៃចំណេះដឹង និងការយល់ឃើញដូចគ្នា នៅកម្រិតប្រទេសគឺជាកត្តាសំខាន់សម្រាប់ដោះស្រាយបញ្ហានេះ។,,needs_adjudication,Bath,Nacc,neutral,positive
63,pair1,កាលពីចុងខែមិថុនា ឆ្នាំ២០២២ លោក ស ខេង ក៏ធ្លាប់បានបង្ហាញការព្រួយបារម្ភ ខ្លាចអន្តរជាតិដាក់ធនាគារជាតិនៃកម្ពុជាក្នុងបញ្ជីខ្មៅ ដែលជាហេតុធ្វើឱ្យប្រឈមហានិភ័យធំធេងផ្នែកសេដ្ឋកិច្ចនិងនយោបាយផងដែរ។,negative,agreed,Bath,Nacc,negative,negative
64,pair1,នេះបើយោងតាមអនុស្សរណៈរបស់សេតវិមាន ដែលផ្ញើទៅកាន់ក្រសួងការបរទេសកាលពីថ្ងៃទី១៥ ខែកញ្ញា។,neutral,agreed,Bath,Nacc,neutral,neutral
65,pair1,នេះរួមបញ្ចូលទាំងការប្រើវាសម្រាប់មើលអ៊ីម៉ែល ឬជជែកជាមួយមិត្តភក្តិមុនចូលគេង សូម្បីតែនៅពេលដែលបិទភ្លើងហើយក៏ដោយ។,neutral,agreed,Bath,Nacc,neutral,neutral
66,pair1,គាត់ក៏បានសម្រេចចិត្តជួយប្រជាជនទាំងអស់ដោយវិធីបាញ់ព្រួយទំលាក់ព្រះអាទិត្យទាំងនោះ។,neutral,agreed,Bath,Nacc,neutral,neutral
67,pair1,សូមបញ្ជាក់ថា ពិពណ៌បច្ចេកវិទ្យាកម្ពុជា ឆ្នាំ២០២២ ត្រូវរៀបចំឡើងដោយ ក្រសួងឧស្សាហកម្ម វិទ្យាសាស្តរ បច្ចេកវិទ្យា និងនវានុវត្តន៍។,,needs_adjudication,Bath,Nacc,neutral,positive
68,pair1,តាមរយៈភរិយារបស់ខ្ញុំ ខ្ញុំបានដឹងហើយចំពោះការមកដល់របស់លោកនៅទីនេះ,neutral,agreed,Bath,Nacc,neutral,neutral
69,pair1,លោកបានកោតសរសើរកិច្ចខិតខំប្រឹងប្រែងលើ «ការដឹកនាំមុខក្នុងរយៈពេលវែង ដូចជាការរាំងស្ទះដល់ខ្សែចង្វាក់ផ្គត់ផ្គង់ និងកង្វះកម្លាំងពលកម្មក្នុងវិស័យសំណង់ដ៏រ៉ាំរ៉ៃ» ដែលកំពុងរារាំងការសាងសង់លំនៅឋាន៕,,needs_adjudication,Bath,Nacc,positive,neutral
70,pair1,ដរាបណាយើងមិនបានតាំងចិត្តខិតខំប្រឹងរៀន ប្រឹងធ្វើលំហាត់ជារៀងរាល់ថ្ងៃតាំងពីដើមឆ្នាំទេ នោះនិទ្ទេស A ក៏គ្មានថ្ងៃក្លាយជារបស់យើងដែរ។,,needs_adjudication,Bath,Nacc,positive,negative
71,pair1,ក្មេងជំទង់ដែលមានអាយុពី១២ ទៅ ១៨ ឆ្នាំ នាំមុខគេក្នុងការមិនបំពេញកាតព្វកិច្ចសុខភាពរបស់ពួកគេក្នុងការទទួលការចាក់វ៉ាក់សាំងបង្ការប្រឆាំងនឹងកូវីដ-១៩ និងវីរុសបំលែង។,,needs_adjudication,Bath,Nacc,negative,positive
72,pair1,"និយតករធានារ៉ាប់រងកម្ពុជា (IRC) តួលេខដ៏ល្អប្រសើរគឺបញ្ជាក់អំពីការ-បន្តរីកចម្រើននៃឧស្សាហកម្មនេះ ជាមួយនឹងតម្លៃនៃបុព្វលាភសរុបនៅឆ្នាំ២០២១ ឈានដល់ ២៩៣លានដុល្លារ ពោលគឺកើនឡើងចំនួន ៩,៥ ភាគរយ ធៀបនឹងឆ្នាំ២០២០។",,needs_adjudication,Bath,Nacc,positive,negative
73,pair1,ការប្រារព្ធទិវាផងដែរ គឺក្នុងគោលបំណងបំផុសឡើងវិញនូវវប្បធម៌ និងប្រពៃណីនៃការរម្លឹកគុណូបការៈរបស់សិស្សចំពោះគ្រូបង្រៀននៅទូទាំងប្រទេស៕,positive,agreed,Bath,Nacc,positive,positive
74,pair1,ធ្ងន់ធ្ងរជាងនេះទៅទៀត គឺភាគឺ កឹម សុខា ក៏មិនស្វាគមន៍ឲ្យ សម រង្ស៊ី បន្តស៊ីឡាកដើម្បីកេងចំណេញទៀតដែរ។,,needs_adjudication,Bath,Nacc,negative,positive
75,pair1,លោក Nolnabhas Yaemsa-ard នាយកផ្នែកយុទ្ធសាស្តររបស់មន្ទីរពេទ្យ Pat Rangsit បានប្រាប់ពីពេលមុនថា ពួកលោកចុះមកពេលនោះ គ្រាន់តែក្នុងគោលបំណងស្ទាបស្ទង់ទីផ្សារប៉ុណ្ណោះ។,,needs_adjudication,Bath,Nacc,neutral,negative
76,pair1,ចំពោះប្រភេទទូទៅបំផុតនៃការគេងមិនដកដង្ហើមផ្លូវខ្យល់ក្លាយជាស្ទះឬត្បៀតអំឡុងពេលគេង។,neutral,agreed,Bath,Nacc,neutral,neutral
77,pair1,ហួសចិត្ត !! ឃើញម៉ូតូគេទុកចោលមុខផ្ទះធ្វើសកម្មភាពលួចតែសំណាងមិនល្អ ត្រូវសមត្ថកិច្ចក្របួចបានមកវិញ,,needs_adjudication,Bath,Nacc,negative,neutral
78,pair1,កាំជ្រួចមីស៊ីលផ្លោងរយៈចម្ងាយខ្លី (SRBMs) ថ្មីៗបំផុតរបស់កូរ៉េខាងជើង ត្រូវបានរចនាឡើងដើម្បីហោះហើរលើគន្លងទាប ហើយមានសក្តានុពលសមយុទ្ធ ដែលបង្កភាពស្មុគស្មាញក្នុងការស្វែងរក និងស្ទាក់ចាប់ពួកវា។,negative,agreed,Bath,Nacc,negative,negative
79,pair1,ស្ថាប័នទាំងនេះមានអ្នកជំនាញឃ្លាំមើលសវនាការរបស់ពួកគេ ដែលជាអ្នកឃ្លាំមើលដោយឯករាជ្យ ចាំតាមដានឃ្លាំមើលសវនការរបស់កញ្ញា សេង ធារី។,negative,agreed,Bath,Nacc,negative,negative
80,pair1,បើទោះបីជាពួកគេអះអាងថា មានការបោះឆ្នោតគាំទ្រគំនិតនោះក៏ដោយ។,neutral,agreed,Bath,Nacc,neutral,neutral
