id,pair,label,sentence,cleaned_text,tokens,n_tokens_raw,n_tokens_clean
11,pair1,positive,ប្រដាប់ប្រដាក្មេងលេងដែលត្រឹមត្រូវនឹងធ្វើឱ្យគេចាប់អារម្មណ៍ និងជាឧបករណ៍អប់រំដ៏ល្អឥតខ្ចោះ ។,ប្រដាប់ប្រដា ក្មេង លេង ត្រឹមត្រូវ ធ្វើឱ្យ ចាប់អារម្មណ៍ ឧបករណ៍ អប់រំ ដ៏ ល្អ ឥត ខ្ចោះ,"['ប្រដាប់ប្រដា', 'ក្មេង', 'លេង', 'ត្រឹមត្រូវ', 'ធ្វើឱ្យ', 'ចាប់អារម្មណ៍', 'ឧបករណ៍', 'អប់រំ', 'ដ៏', 'ល្អ', 'ឥត', 'ខ្ចោះ']",18,12
12,pair1,positive,អ្នកនាំពាក្យរដ្ឋសភាលោក ឡេង ប៉េងឡុង ប្រាប់វិទ្យុអាស៊ីសេរីថា ខាងលោកបានទទួលលិខិតពីរដ្ឋាភិបាលដែលស្នើសុំរដ្ឋសភារៀបចំបោះឆ្នោតផ្តល់សេចក្តីទុកចិត្តនៃការបំពេញបន្ថែមសមាសភាពសមាជិករដ្ឋាភិបាលដល់លោក ឌិត ទីណា ជារដ្ឋមន្ត្រីក្រសួងកសិកម្ម រុក្ខាប្រមាញ់ និងនេសាទ។,អ្នកនាំពាក្យ រដ្ឋសភា ឡេង ប៉េង ឡុង ប្រាប់ វិទ្យុ អាស៊ី សេរី ខាង ទទួល លិខិត រដ្ឋាភិបាល ស្នើសុំ រដ្ឋសភា រៀបចំ បោះឆ្នោត ផ្តល់ សេចក្តីទុកចិត្ត នៃ ការបំពេញ បន្ថែម សមាសភាព សមាជិក រដ្ឋាភិបាល ឌិត ទីណា រដ្ឋមន្ត្រី ក្រសួង កសិកម្ម រុក្ខា ប្រមាញ់ នេសាទ,"['អ្នកនាំពាក្យ', 'រដ្ឋសភា', 'ឡេង', 'ប៉េង', 'ឡុង', 'ប្រាប់', 'វិទ្យុ', 'អាស៊ី', 'សេរី', 'ខាង', 'ទទួល', 'លិខិត', 'រដ្ឋាភិបាល', 'ស្នើសុំ', 'រដ្ឋសភា', 'រៀបចំ', 'បោះឆ្នោត', 'ផ្តល់', 'សេចក្តីទុកចិត្ត', 'នៃ', 'ការបំពេញ', 'បន្ថែម', 'សមាសភាព', 'សមាជិក', 'រដ្ឋាភិបាល', 'ឌិត', 'ទីណា', 'រដ្ឋមន្ត្រី', 'ក្រសួង', 'កសិកម្ម', 'រុក្ខា', 'ប្រមាញ់', 'នេសាទ']",44,33
13,pair1,positive,គួរបញ្ជាក់ផងដែរថា កម្ពុជានៅតែមានការលើកទឹកចិត្តវិនិយោគមានភាពទាក់ទាញ គម្រោងវិនិយោគដែលមានលក្ខណៈសម្បត្តិគ្រប់់គ្រាន់ (QIP) មានសិទ្ធិទទួលបានការលើកទឹកចិត្តជាច្រើនដូចជា៖,គួរ បញ្ជាក់ ផងដែរ កម្ពុជា នៅតែ មាន ការលើកទឹកចិត្ត វិនិយោគ មាន ភាពទាក់ទាញ គម្រោង វិនិយោគ មាន លក្ខណៈ សម្បត្តិ គ្រប់់ គ្រាន់ QIP មាន សិទ្ធិ ទទួលបាន ការលើកទឹកចិត្ត ជាច្រើន ជា៖,"['គួរ', 'បញ្ជាក់', 'ផងដែរ', 'កម្ពុជា', 'នៅតែ', 'មាន', 'ការលើកទឹកចិត្ត', 'វិនិយោគ', 'មាន', 'ភាពទាក់ទាញ', 'គម្រោង', 'វិនិយោគ', 'មាន', 'លក្ខណៈ', 'សម្បត្តិ', 'គ្រប់់', 'គ្រាន់', 'QIP', 'មាន', 'សិទ្ធិ', 'ទទួលបាន', 'ការលើកទឹកចិត្ត', 'ជាច្រើន', 'ជា៖']",27,24
14,pair1,neutral,អាហ្នឹងយើងឃើញមានការដេញដោលប៉ុណ្ណឹងម្សិលមិញនេះ។,អា ហ្នឹង ឃើញ មាន ការដេញដោល ប៉ុណ្ណឹង ម្សិលមិញ,"['អា', 'ហ្នឹង', 'ឃើញ', 'មាន', 'ការដេញដោល', 'ប៉ុណ្ណឹង', 'ម្សិលមិញ']",10,7
15,pair1,negative,គោលគំនិតឬអត្ថន័យដែលបងបានចែករំលែកក្នុងវីឌីអូនេះនិយាយពីទម្លាប់តូចៗមួយចំនួនដែលធ្វើដោយមិនដឹងខ្លួន ហើយវាកំពុងតែបំផ្លាញជីវិតយើង។,គោល គំនិត អត្ថន័យ បង ចែករំលែក វីឌីអូ និយាយ ទម្លាប់ តូច មួយចំនួន ធ្វើ មិន ដឹងខ្លួន កំពុងតែ បំផ្លាញ ជីវិត,"['គោល', 'គំនិត', 'អត្ថន័យ', 'បង', 'ចែករំលែក', 'វីឌីអូ', 'និយាយ', 'ទម្លាប់', 'តូច', 'មួយចំនួន', 'ធ្វើ', 'មិន', 'ដឹងខ្លួន', 'កំពុងតែ', 'បំផ្លាញ', 'ជីវិត']",29,16
16,pair1,negative,ជាការពិតផលិតផលមួយមិនអាចកើតមានឡើងដោយឯកឯងទេឬក៏ដោយពុំមានការវិនិយោគនោះ,ការពិត ផលិតផល មិន កើត មាន ឡើង ឯកឯង ក៏ដោយ ពុំ មាន ការវិនិយោគ,"['ការពិត', 'ផលិតផល', 'មិន', 'កើត', 'មាន', 'ឡើង', 'ឯកឯង', 'ក៏ដោយ', 'ពុំ', 'មាន', 'ការវិនិយោគ']",18,11
17,pair1,positive,រដ្ឋាភិបាលបានចំណាយថវិកាច្រើនបំផុតនៃកញ្ចប់ថវិការរបស់ខ្លួនទៅលើការធ្វើឲ្យប្រសើរឡើងនៃការអប់រំ បង្កើនប្រាក់ខែរបស់គ្រូបង្រៀន និងការធ្វើកំណែទម្រង់គោលនយោបាយ។,រដ្ឋាភិបាល ចំណាយ ថវិកា ច្រើន បំផុត នៃ កញ្ចប់ ថវិការ ខ្លួន ការធ្វើឲ្យ ប្រសើរឡើង នៃ ការអប់រំ បង្កើន ប្រាក់ខែ គ្រូបង្រៀន ការធ្វើ កំណែទម្រង់ គោល នយោបាយ,"['រដ្ឋាភិបាល', 'ចំណាយ', 'ថវិកា', 'ច្រើន', 'បំផុត', 'នៃ', 'កញ្ចប់', 'ថវិការ', 'ខ្លួន', 'ការធ្វើឲ្យ', 'ប្រសើរឡើង', 'នៃ', 'ការអប់រំ', 'បង្កើន', 'ប្រាក់ខែ', 'គ្រូបង្រៀន', 'ការធ្វើ', 'កំណែទម្រង់', 'គោល', 'នយោបាយ']",27,20
18,pair1,negative,វ័យក្មេងរបស់គេបានកន្លងផុតអស់ជា ច្រើនឆ្នាំទៅហើយ ធ្មេញបាក់ សក់ស្កូវ ស្តើងតិច ឬគ្មានសក់រលីង ស្បែកជីវជ្រួញដៃជើងវៀចកោង។,វ័យ ក្មេង កន្លងផុត អស់ ច្រើន ឆ្នាំ ធ្មេញ បាក់ សក់ ស្កូវ ស្តើង តិច គ្មាន សក់ រលីង ស្បែក ជីវ ជ្រួញ ដៃ ជើង វៀច កោង,"['វ័យ', 'ក្មេង', 'កន្លងផុត', 'អស់', 'ច្រើន', 'ឆ្នាំ', 'ធ្មេញ', 'បាក់', 'សក់', 'ស្កូវ', 'ស្តើង', 'តិច', 'គ្មាន', 'សក់', 'រលីង', 'ស្បែក', 'ជីវ', 'ជ្រួញ', 'ដៃ', 'ជើង', 'វៀច', 'កោង']",30,22
19,pair1,positive,អាម៉េរិកគឺជាតួអង្គសំខាន់នៅតំបន់ប៉ាស៊ីហ្វិកខាងត្បូងចាប់តាំងពីជ័យជម្នះសង្គរាមលោកលើកទីពីរ។,អាម៉េរិក គឺជា តួអង្គ សំខាន់ តំបន់ ប៉ាស៊ីហ្វិក ខាងត្បូង ចាប់តាំងពី ជ័យជម្នះ សង្គរាម លើក ទី,"['អាម៉េរិក', 'គឺជា', 'តួអង្គ', 'សំខាន់', 'តំបន់', 'ប៉ាស៊ីហ្វិក', 'ខាងត្បូង', 'ចាប់តាំងពី', 'ជ័យជម្នះ', 'សង្គរាម', 'លើក', 'ទី']",16,12
20,pair1,positive,ចំណែកអ្នកនាំពាក្យគណបក្សប្រជាជនកម្ពុជា លោក សុខ ឥសាន យល់ថា ការសម្រេចរបស់តុលាការពេលនេះគឺផ្អែកតាមអង្គហេតុ និងអង្គច្បាប់ត្រឹមត្រូវ។,ចំណែក អ្នកនាំពាក្យ គណបក្ស ប្រជាជន កម្ពុជា សុខ ឥសាន យល់ ការសម្រេច តុលាការ ពេលនេះ ផ្អែក តាម អង្គហេតុ អង្គ ច្បាប់ ត្រឹមត្រូវ,"['ចំណែក', 'អ្នកនាំពាក្យ', 'គណបក្ស', 'ប្រជាជន', 'កម្ពុជា', 'សុខ', 'ឥសាន', 'យល់', 'ការសម្រេច', 'តុលាការ', 'ពេលនេះ', 'ផ្អែក', 'តាម', 'អង្គហេតុ', 'អង្គ', 'ច្បាប់', 'ត្រឹមត្រូវ']",23,17
21,pair1,positive,ពួកយើងក៏បានចុះចតនៅអាកាសយានដ្ឋានទីក្រុងបាងកក ហើយក៏បន្តជើងយន្តហោះ ទៅខេត្តឈៀងម៉ៃដោយសុវត្ថិភាព នៅវេលាម៉ោងប្រហែល៤រសៀល។,ពួកយើង ចុះចត អាកាសយានដ្ឋាន ទីក្រុង បាងកក ហើយក៏ បន្ត ជើង យន្តហោះ ខេត្ត ឈៀង ម៉ៃ សុវត្ថិភាព វេលា ម៉ោង ប្រហែល ៤រសៀល,"['ពួកយើង', 'ចុះចត', 'អាកាសយានដ្ឋាន', 'ទីក្រុង', 'បាងកក', 'ហើយក៏', 'បន្ត', 'ជើង', 'យន្តហោះ', 'ខេត្ត', 'ឈៀង', 'ម៉ៃ', 'សុវត្ថិភាព', 'វេលា', 'ម៉ោង', 'ប្រហែល', '៤រសៀល']",24,17
22,pair1,neutral,ខ្ញុំចង់ចេញនៅថ្ងៃសុក្រនេះ,ចង់ ចេញ ថ្ងៃសុក្រ,"['ចង់', 'ចេញ', 'ថ្ងៃសុក្រ']",6,3
23,pair1,neutral,រាជធានីភ្នំពេញ៖ លោកជំទាវបណ្ឌិត ពេជ ចន្ទមុន្នី ហ៊ុន ម៉ាណែត ត្រូវបានចាត់តាំងជាឧត្តមទីប្រឹក្សា នៃកាយរឹទ្ធិជាតិកម្ពុជា។,រាជធានី ភ្នំពេញ៖ លោកជំទាវ បណ្ឌិត ពេជ ចន្ទ មុន្នី ហ៊ុន ម៉ាណែត ត្រូវបាន ចាត់តាំង ឧត្តម ទីប្រឹក្សា នៃ កាយ រឹទ្ធិជាតិ កម្ពុជា,"['រាជធានី', 'ភ្នំពេញ៖', 'លោកជំទាវ', 'បណ្ឌិត', 'ពេជ', 'ចន្ទ', 'មុន្នី', 'ហ៊ុន', 'ម៉ាណែត', 'ត្រូវបាន', 'ចាត់តាំង', 'ឧត្តម', 'ទីប្រឹក្សា', 'នៃ', 'កាយ', 'រឹទ្ធិជាតិ', 'កម្ពុជា']",19,17
24,pair1,neutral,លោកអ្នកនាងជាទីមេត្រីថ្ងៃនេះ SBM News សូមលើកយក ជោគជតារាសី សម្រាប់ថ្ងៃសៅរ៍ ០៧រោច ខែភទ្របទ ឆ្នាំខាល ចត្វាស័ក ពុទ្ធសករាជ ២៥៦៦ ត្រូវនឹងថ្ងៃទី១៧ ខែកញ្ញា ឆ្នាំ២០២២ ដែលមានដូចតទៅ៖,អ្នកនាង ទី មេត្រី ថ្ងៃ SBM News សូម លើក យក ជោគជ តារាសី ថ្ងៃសៅរ៍ ០៧ រោច ខែ ភទ្រប ឆ្នាំ ខាល ចត្វា ស័ក ពុទ្ធ សករាជ ២៥៦៦ ត្រូវនឹង ថ្ងៃទី ១៧ ខែកញ្ញា ឆ្នាំ ២០២២ មាន ដូចត ទៅ៖,"['អ្នកនាង', 'ទី', 'មេត្រី', 'ថ្ងៃ', 'SBM', 'News', 'សូម', 'លើក', 'យក', 'ជោគជ', 'តារាសី', 'ថ្ងៃសៅរ៍', '០៧', 'រោច', 'ខែ', 'ភទ្រប', 'ឆ្នាំ', 'ខាល', 'ចត្វា', 'ស័ក', 'ពុទ្ធ', 'សករាជ', '២៥៦៦', 'ត្រូវនឹង', 'ថ្ងៃទី', '១៧', 'ខែកញ្ញា', 'ឆ្នាំ', '២០២២', 'មាន', 'ដូចត', 'ទៅ៖']",38,32
25,pair1,negative,សូមកុំយកកូនបើសិនអ្នកគ្មានទំនួលខុសត្រូវភាពជាឪពុកម្តាយ,សូម កុំ យក កូន បើសិន គ្មាន ទំនួល ខុសត្រូវ ភាព ឪពុក ម្តាយ,"['សូម', 'កុំ', 'យក', 'កូន', 'បើសិន', 'គ្មាន', 'ទំនួល', 'ខុសត្រូវ', 'ភាព', 'ឪពុក', 'ម្តាយ']",13,11
26,pair1,neutral,រាប់ចាប់ពីការក្រេបកាហ្វេមួយកែវដំបូងនៅពេលព្រឹក សារជាតិកាហ្វេអ៊ីន បានជ្រាបចូលភ្លាម ទៅក្នុងចរន្តឈាមរបស់អ្នក ។,រាប់ ចាប់ពី ការក្រេប កាហ្វេ កែវ ដំបូង ពេលព្រឹក សារជាតិ កាហ្វេអ៊ីន ជ្រាប ចូល ភ្លាម ទៅក្នុង ចរន្ត ឈាម,"['រាប់', 'ចាប់ពី', 'ការក្រេប', 'កាហ្វេ', 'កែវ', 'ដំបូង', 'ពេលព្រឹក', 'សារជាតិ', 'កាហ្វេអ៊ីន', 'ជ្រាប', 'ចូល', 'ភ្លាម', 'ទៅក្នុង', 'ចរន្ត', 'ឈាម']",21,15
27,pair1,negative,គូសបញ្ជាក់ផងដែរថា ល្បែងស៊ីសងទាំងអស់នេះ អាចបណ្តាលឱ្យមានអំពើហិង្សា ការលួចឆក់ប្លន់ និងជាកន្លែងប្រើប្រាស់ជួញដូរចែកចាយគ្រឿងញៀនផងដែរ។,គូសបញ្ជាក់ ផងដែរ ល្បែងស៊ីសង ទាំងអស់ បណ្តាលឱ្យ មាន អំពើហិង្សា ការលួច ឆក់ ប្លន់ កន្លែង ប្រើប្រាស់ ជួញដូរ ចែកចាយ គ្រឿងញៀន ផងដែរ,"['គូសបញ្ជាក់', 'ផងដែរ', 'ល្បែងស៊ីសង', 'ទាំងអស់', 'បណ្តាលឱ្យ', 'មាន', 'អំពើហិង្សា', 'ការលួច', 'ឆក់', 'ប្លន់', 'កន្លែង', 'ប្រើប្រាស់', 'ជួញដូរ', 'ចែកចាយ', 'គ្រឿងញៀន', 'ផងដែរ']",22,16
28,pair1,positive,អ្នកស្រីបានលើកឡើងថា៖ ខ្ញុំចូលចិត្តអគារនៅសាលាវិទ្យាស្ថានភាសាបរទេសជាងគេ ព្រោះវានៅសល់គូទឹក នៅសល់សួនច្បារ ហើយនៅពេលយើងនៅក្នុងអគារហ្នឹងមានអារម្មណ៍ថា វាត្រជាក់ស្រួលខ្លួន។,អ្នកស្រី លើកឡើង ថា៖ ចូលចិត្ត អគារ សាលា វិទ្យាស្ថាន ភាសា បរទេស ជាង នៅសល់ គូ ទឹក នៅសល់ សួនច្បារ នៅពេល នៅក្នុង អគារ ហ្នឹង មាន អារម្មណ៍ ត្រជាក់ ស្រួលខ្លួន,"['អ្នកស្រី', 'លើកឡើង', 'ថា៖', 'ចូលចិត្ត', 'អគារ', 'សាលា', 'វិទ្យាស្ថាន', 'ភាសា', 'បរទេស', 'ជាង', 'នៅសល់', 'គូ', 'ទឹក', 'នៅសល់', 'សួនច្បារ', 'នៅពេល', 'នៅក្នុង', 'អគារ', 'ហ្នឹង', 'មាន', 'អារម្មណ៍', 'ត្រជាក់', 'ស្រួលខ្លួន']",34,23
29,pair1,neutral,កាលបើអង្គុយស្រួលបួលហើយបានដឹងកិច្ចការនោះសព្វគ្រប់បុរសទំពែកទាំង៤នាក់ក៏អង្គុយនៅស្ងៀមសញ្ជឹងគិតមួយសន្ទុះរួចឃុតក៏ចាប់និយាយមុនគេឡើងថា៖ទំពក់វាទៅទើបព្នៅវាមក។,កាលបើ អង្គុយ ស្រួលបួល ដឹង កិច្ចការ សព្វគ្រប់ បុរស ទំពែក ៤នាក់ អង្គុយ ស្ងៀម សញ្ជឹង គិត សន្ទុះ ឃុត ចាប់ និយាយ មុន ឡើង ថា៖ ទំពក់ ទើប ព្នៅ,"['កាលបើ', 'អង្គុយ', 'ស្រួលបួល', 'ដឹង', 'កិច្ចការ', 'សព្វគ្រប់', 'បុរស', 'ទំពែក', '៤នាក់', 'អង្គុយ', 'ស្ងៀម', 'សញ្ជឹង', 'គិត', 'សន្ទុះ', 'ឃុត', 'ចាប់', 'និយាយ', 'មុន', 'ឡើង', 'ថា៖', 'ទំពក់', 'ទើប', 'ព្នៅ']",38,23
