id,pair,label,sentence,cleaned_text,tokens,n_tokens_raw,n_tokens_clean
269,pair2,neutral,អ្នកនាង គិនកេសា បានថ្លែងថា៖ «ក្នុងឆ្នាំ ២០២២ នេះយើងអាចនឹងឃើញសកម្មភាពជួលបន្តលូតលាស់បន្ថែមទៀត ក៏ប៉ុន្តែដោយសារមានគម្រោងថ្មីៗជាច្រើនដែលគ្រោងនឹងបើកក្នុងឆ្នាំនេះផងដែរ ដូច្នេះទីផ្សារកន្លែងជួលលក់រាយអាចនឹងមានការប្រកួតប្រជែងកាន់តែខ្លាំងលើតម្លៃជួល និងលក្ខខណ្ឌអនុគ្រោះនានា»។,អ្នកនាង គិន កេសា ថ្លែង ថា៖ ឆ្នាំ ២០២២ អាចនឹង ឃើញ សកម្មភាព ជួល បន្ត លូតលាស់ បន្ថែម ទៀត ក៏ប៉ុន្តែ ដោយសារ មាន គម្រោង ថ្មី ជាច្រើន គ្រោង បើក ឆ្នាំ ផងដែរ ដូច្នេះ ទីផ្សារ កន្លែង ជួល លក់ រាយ អាចនឹង មាន ការប្រកួតប្រជែង កាន់តែ ខ្លាំង តម្លៃ ជួល លក្ខខណ្ឌ អនុគ្រោះ នានា,"['អ្នកនាង', 'គិន', 'កេសា', 'ថ្លែង', 'ថា៖', 'ឆ្នាំ', '២០២២', 'អាចនឹង', 'ឃើញ', 'សកម្មភាព', 'ជួល', 'បន្ត', 'លូតលាស់', 'បន្ថែម', 'ទៀត', 'ក៏ប៉ុន្តែ', 'ដោយសារ', 'មាន', 'គម្រោង', 'ថ្មី', 'ជាច្រើន', 'គ្រោង', 'បើក', 'ឆ្នាំ', 'ផងដែរ', 'ដូច្នេះ', 'ទីផ្សារ', 'កន្លែង', 'ជួល', 'លក់', 'រាយ', 'អាចនឹង', 'មាន', 'ការប្រកួតប្រជែង', 'កាន់តែ', 'ខ្លាំង', 'តម្លៃ', 'ជួល', 'លក្ខខណ្ឌ', 'អនុគ្រោះ', 'នានា']",55,41
344,pair2,positive,រីករាយថ្ងៃកំណើតក្មួយស្រីដែលពូកែខាងសម្តី ប៉ិនកូរ ប៉ិនលួង និងពូកែញិកញ៉ក់យកចិត្ត,រីករាយ ថ្ងៃ កំណើត ក្មួយ ស្រី ពូកែ ខាង សម្តី ប៉ិន កូរ ប៉ិន លួង ពូកែ ញិក ញ៉ក់ យកចិត្ត,"['រីករាយ', 'ថ្ងៃ', 'កំណើត', 'ក្មួយ', 'ស្រី', 'ពូកែ', 'ខាង', 'សម្តី', 'ប៉ិន', 'កូរ', 'ប៉ិន', 'លួង', 'ពូកែ', 'ញិក', 'ញ៉ក់', 'យកចិត្ត']",18,16
47,pair1,positive,(សៀមរាប)៖ អភិរក្សដ្ឋានអង្គរសៀមរាបនឹងបើកទ្វារឲ្យសាធារណជនចូលទស្សនាវត្ថុសិល្បៈក្នុងអភិរក្សដ្ឋានអង្គរដោយសេរីនៅថ្ងៃទី១៧ ខែកញ្ញា ឆ្នាំ២០២២។,សៀមរាប អភិរក្ស ដ្ឋាន អង្គរ សៀមរាប បើក ទ្វារ ឲ្យ សាធារណជន ចូល ទស្សនា វត្ថុ សិល្បៈ អភិរក្ស ដ្ឋាន អង្គរ សេរី ថ្ងៃទី ១៧ ខែកញ្ញា ឆ្នាំ ២០២២,"['សៀមរាប', 'អភិរក្ស', 'ដ្ឋាន', 'អង្គរ', 'សៀមរាប', 'បើក', 'ទ្វារ', 'ឲ្យ', 'សាធារណជន', 'ចូល', 'ទស្សនា', 'វត្ថុ', 'សិល្បៈ', 'អភិរក្ស', 'ដ្ឋាន', 'អង្គរ', 'សេរី', 'ថ្ងៃទី', '១៧', 'ខែកញ្ញា', 'ឆ្នាំ', '២០២២']",30,22
222,pair2,positive,កម្លាំងចិត្តប្រកួតប្រជែងរបស់អ្នក នឹងជួយជំរុញឲ្យអ្នកធ្វើអ្វីបានហួសពីដែនកំណត់។,កម្លាំងចិត្ត ប្រកួតប្រជែង ជួយ ជំរុញ ឲ្យ ធ្វើ អ្វី ហួស ដែន កំណត់,"['កម្លាំងចិត្ត', 'ប្រកួតប្រជែង', 'ជួយ', 'ជំរុញ', 'ឲ្យ', 'ធ្វើ', 'អ្វី', 'ហួស', 'ដែន', 'កំណត់']",17,10
333,pair2,neutral,បើតាមលោក ហ៊ុន សែន លោកក៏នឹងមិនប្តឹងឧទ្ធរណ៍បន្តទៀតឡើយ ខណៈលោកចាត់ទុកករណីនេះជាជោគជ័យមួយសម្រាប់លោក ក្នុងការតតាំងក្តីនៅតុលាការបារាំងជាមួយអតីតមេបក្សប្រឆាំងលោក សម រង្ស៊ី ហើយថាសេចក្តីសម្រេចរបស់តុលាការបារាំងថ្មីៗនេះបានជម្រះមន្ទិលសង្ស័យផ្សេងៗ ពាក់ព័ន្ធការស្លាប់របស់លោក ហុក ឡងឌី តាមឧទ្ធម្ភាគចក្រកាលពីឆ្នាំ ២០០៨៕,តាម ហ៊ុន សែន មិន ប្តឹង ឧទ្ធរណ៍ បន្ត ទៀត ឡើយ ខណៈ ចាត់ទុក ករណី ជោគជ័យ ការតតាំង ក្តី តុលាការ បារាំង អតីត មេ បក្ស ប្រឆាំង សម រង្ស៊ី សេចក្តីសម្រេច តុលាការ បារាំង ថ្មី ជម្រះ មន្ទិល សង្ស័យ ផ្សេង ពាក់ព័ន្ធ ការស្លាប់ ហុក ឡង ឌី តាម ឧទ្ធម្ភាគចក្រ កាលពី ឆ្នាំ ២០០៨,"['តាម', 'ហ៊ុន', 'សែន', 'មិន', 'ប្តឹង', 'ឧទ្ធរណ៍', 'បន្ត', 'ទៀត', 'ឡើយ', 'ខណៈ', 'ចាត់ទុក', 'ករណី', 'ជោគជ័យ', 'ការតតាំង', 'ក្តី', 'តុលាការ', 'បារាំង', 'អតីត', 'មេ', 'បក្ស', 'ប្រឆាំង', 'សម', 'រង្ស៊ី', 'សេចក្តីសម្រេច', 'តុលាការ', 'បារាំង', 'ថ្មី', 'ជម្រះ', 'មន្ទិល', 'សង្ស័យ', 'ផ្សេង', 'ពាក់ព័ន្ធ', 'ការស្លាប់', 'ហុក', 'ឡង', 'ឌី', 'តាម', 'ឧទ្ធម្ភាគចក្រ', 'កាលពី', 'ឆ្នាំ', '២០០៨']",66,41
77,pair1,negative,ហួសចិត្ត !! ឃើញម៉ូតូគេទុកចោលមុខផ្ទះធ្វើសកម្មភាពលួចតែសំណាងមិនល្អ ត្រូវសមត្ថកិច្ចក្របួចបានមកវិញ,ហួសចិត្ត ឃើញ ម៉ូតូ ទុកចោល មុខ ផ្ទះ ធ្វើ សកម្មភាព លួច សំណាង មិន ល្អ សមត្ថកិច្ច ក្របួច មកវិញ,"['ហួសចិត្ត', 'ឃើញ', 'ម៉ូតូ', 'ទុកចោល', 'មុខ', 'ផ្ទះ', 'ធ្វើ', 'សកម្មភាព', 'លួច', 'សំណាង', 'មិន', 'ល្អ', 'សមត្ថកិច្ច', 'ក្របួច', 'មកវិញ']",20,15
55,pair1,neutral,អង្គការសុខភាពពិភពលោកបានព្យាករណ៍ថាតួលេខនេះនឹងកើនឡើងគួរឱ្យកត់សម្គាល់ក្នុងរយៈពេលប៉ុន្មានឆ្នាំខាងមុខនេះ។,អង្គការ សុខភាព ពិភពលោក ព្យាករណ៍ តួលេខ កើនឡើង គួរឱ្យ កត់សម្គាល់ រយៈពេល ប៉ុន្មាន ឆ្នាំ ខាងមុខ,"['អង្គការ', 'សុខភាព', 'ពិភពលោក', 'ព្យាករណ៍', 'តួលេខ', 'កើនឡើង', 'គួរឱ្យ', 'កត់សម្គាល់', 'រយៈពេល', 'ប៉ុន្មាន', 'ឆ្នាំ', 'ខាងមុខ']",19,12
17,pair1,positive,រដ្ឋាភិបាលបានចំណាយថវិកាច្រើនបំផុតនៃកញ្ចប់ថវិការរបស់ខ្លួនទៅលើការធ្វើឲ្យប្រសើរឡើងនៃការអប់រំ បង្កើនប្រាក់ខែរបស់គ្រូបង្រៀន និងការធ្វើកំណែទម្រង់គោលនយោបាយ។,រដ្ឋាភិបាល ចំណាយ ថវិកា ច្រើន បំផុត នៃ កញ្ចប់ ថវិការ ខ្លួន ការធ្វើឲ្យ ប្រសើរឡើង នៃ ការអប់រំ បង្កើន ប្រាក់ខែ គ្រូបង្រៀន ការធ្វើ កំណែទម្រង់ គោល នយោបាយ,"['រដ្ឋាភិបាល', 'ចំណាយ', 'ថវិកា', 'ច្រើន', 'បំផុត', 'នៃ', 'កញ្ចប់', 'ថវិការ', 'ខ្លួន', 'ការធ្វើឲ្យ', 'ប្រសើរឡើង', 'នៃ', 'ការអប់រំ', 'បង្កើន', 'ប្រាក់ខែ', 'គ្រូបង្រៀន', 'ការធ្វើ', 'កំណែទម្រង់', 'គោល', 'នយោបាយ']",27,20
145,pair1,neutral,លោកបានបន្ថែមថា រថយន្តបានឆ្លងកាត់ប្រទេសប៊ុលហ្គារី ហ្សកហ្ស៊ី អាមេនី អូសេទីខាងជើង និងតំបន់ Krasnodar របស់រុស្ស៊ី មុនពេលមកដល់លើស្ពាន។,បន្ថែម រថយន្ត ឆ្លងកាត់ ប្រទេស ប៊ុលហ្គារី ហ្សកហ្ស៊ី អាមេនី អូសេទី ខាងជើង តំបន់ Krasnodar រុស្ស៊ី មុនពេល មកដល់ ស្ពាន,"['បន្ថែម', 'រថយន្ត', 'ឆ្លងកាត់', 'ប្រទេស', 'ប៊ុលហ្គារី', 'ហ្សកហ្ស៊ី', 'អាមេនី', 'អូសេទី', 'ខាងជើង', 'តំបន់', 'Krasnodar', 'រុស្ស៊ី', 'មុនពេល', 'មកដល់', 'ស្ពាន']",23,15
163,pair1,positive,ប្រភពខាងលើបន្តថា៖ «ដោយក្រុមការងារនៃក្រុមព្រះសុរិយា បានជួសជុល និងចម្លងរក្សាទុកជាហ្វាល់ឌីជីថល យ៉ាងត្រឹមត្រូវ។,ប្រភព ខាងលើ បន្ត ថា៖ ក្រុមការងារ នៃ ក្រុមព្រះសុរិយា ជួសជុល ចម្លង រក្សាទុក ហ្វាល់ ឌីជីថល យ៉ាង ត្រឹមត្រូវ,"['ប្រភព', 'ខាងលើ', 'បន្ត', 'ថា៖', 'ក្រុមការងារ', 'នៃ', 'ក្រុមព្រះសុរិយា', 'ជួសជុល', 'ចម្លង', 'រក្សាទុក', 'ហ្វាល់', 'ឌីជីថល', 'យ៉ាង', 'ត្រឹមត្រូវ']",20,14
225,pair2,negative,ខ្ញុំគិតថាខ្ញុំផ្តាសាយហើយ,គិត ផ្តាសាយ,"['គិត', 'ផ្តាសាយ']",6,2
184,pair1,neutral,ទុករយៈពេល ២០-៣០ នាទី បន្ទាប់ត្រូវលាងអំបិលចេញ មុនពេលដាំស្លរ។,ទុក រយៈពេល ២០ ៣០ នាទី បន្ទាប់ លាង អំបិល ចេញ មុនពេល ដាំ ស្លរ,"['ទុក', 'រយៈពេល', '២០', '៣០', 'នាទី', 'បន្ទាប់', 'លាង', 'អំបិល', 'ចេញ', 'មុនពេល', 'ដាំ', 'ស្លរ']",14,12
248,pair2,neutral,បានខ្ញុំនឹងរង់ចាំតែឥឡូវមកជួយសង់ប្រាសាទខ្សាច់ខ្ញុំសិនម៉ោ ខ្ញុំសង់ជិតហើយហើយក្មេងស្រីនិយាយព្រមទាំងចង្អុលទៅគំនរខ្សាច់និងកូនប្រាសាទតូចៗដែលខ្លួនបានសាងសង់,រង់ចាំ ឥឡូវ ជួយសង់ ប្រាសាទ ខ្សាច់ សិន ម៉ោ សង់ ជិត ក្មេងស្រី និយាយ ព្រមទាំង ចង្អុល គំនរ ខ្សាច់ កូន ប្រាសាទ តូច ខ្លួន សាងសង់,"['រង់ចាំ', 'ឥឡូវ', 'ជួយសង់', 'ប្រាសាទ', 'ខ្សាច់', 'សិន', 'ម៉ោ', 'សង់', 'ជិត', 'ក្មេងស្រី', 'និយាយ', 'ព្រមទាំង', 'ចង្អុល', 'គំនរ', 'ខ្សាច់', 'កូន', 'ប្រាសាទ', 'តូច', 'ខ្លួន', 'សាងសង់']",34,20
198,pair1,negative,"ទិញskincare មួយឈុត ប្រើ2,3ឆ្នាំមិនទាន់អស់ ទុកទាល់តែហួសដេឡេរួចបោះចោល ហើយតាំងមកអង្គុយឆ្ងល់ ហេតុអ្វីមុខមិនសរលោង និងមានសំណើមដូចគេ?",ទិញ skincare ឈុត ប្រើ ឆ្នាំ មិន ទាន់ អស់ ទុក ទាល់តែ ហួស ដេឡេ បោះចោល តាំង អង្គុយ ឆ្ងល់ ហេតុ អ្វី មុខ មិន សរលោង មាន សំណើម,"['ទិញ', 'skincare', 'ឈុត', 'ប្រើ', 'ឆ្នាំ', 'មិន', 'ទាន់', 'អស់', 'ទុក', 'ទាល់តែ', 'ហួស', 'ដេឡេ', 'បោះចោល', 'តាំង', 'អង្គុយ', 'ឆ្ងល់', 'ហេតុ', 'អ្វី', 'មុខ', 'មិន', 'សរលោង', 'មាន', 'សំណើម']",30,23
97,pair1,negative,អកប្បកិរិយាអវិជ្ជមានទាំងអស់នេះនាំមហន្តរាយដល់សង្គមខ្មែរយើងយ៉ាងប្រាកដ ។,អកប្បកិរិយា អវិជ្ជមាន ទាំងអស់ នាំមហន្តរាយ សង្គម ខ្មែរ យ៉ាង ប្រាកដ,"['អកប្បកិរិយា', 'អវិជ្ជមាន', 'ទាំងអស់', 'នាំមហន្តរាយ', 'សង្គម', 'ខ្មែរ', 'យ៉ាង', 'ប្រាកដ']",12,8
73,pair1,positive,ការប្រារព្ធទិវាផងដែរ គឺក្នុងគោលបំណងបំផុសឡើងវិញនូវវប្បធម៌ និងប្រពៃណីនៃការរម្លឹកគុណូបការៈរបស់សិស្សចំពោះគ្រូបង្រៀននៅទូទាំងប្រទេស៕,ការប្រារព្ធ ទិវា ផងដែរ គោលបំណង បំផុស ឡើងវិញ នូវ វប្បធម៌ ប្រពៃណី នៃ ការរម្លឹក គុណូបការៈ សិស្ស គ្រូបង្រៀន ទូទាំង ប្រទេស,"['ការប្រារព្ធ', 'ទិវា', 'ផងដែរ', 'គោលបំណង', 'បំផុស', 'ឡើងវិញ', 'នូវ', 'វប្បធម៌', 'ប្រពៃណី', 'នៃ', 'ការរម្លឹក', 'គុណូបការៈ', 'សិស្ស', 'គ្រូបង្រៀន', 'ទូទាំង', 'ប្រទេស']",23,16
66,pair1,neutral,គាត់ក៏បានសម្រេចចិត្តជួយប្រជាជនទាំងអស់ដោយវិធីបាញ់ព្រួយទំលាក់ព្រះអាទិត្យទាំងនោះ។,សម្រេចចិត្ត ជួយ ប្រជាជន ទាំងអស់ វិធី បាញ់ ព្រួយ ទំលាក់ ព្រះអាទិត្យ ទាំងនោះ,"['សម្រេចចិត្ត', 'ជួយ', 'ប្រជាជន', 'ទាំងអស់', 'វិធី', 'បាញ់', 'ព្រួយ', 'ទំលាក់', 'ព្រះអាទិត្យ', 'ទាំងនោះ']",15,10
207,pair2,negative,លើការជាក់ស្តែងក្នុងការប្រកួតប្រជែងក្នុងការបោះឆ្នោតជាមួយសម្តេចតេជោ ហ៊ុន សែន គឺមួយជីវិតនយោបាយរហូតដល់អាយុ៧២ឆ្នាំទៅហើយ ប៉ុន្តែ សម រង្ស៊ី បានបរាជ័យជាដរាប បរាជ័យរហូតគ្មានបក្សឈរជើង និងរលាយរលត់ រត់ចោលស្រុកខ្មែរថែមទៀតផង។,ការជាក់ស្តែង ការប្រកួតប្រជែង ការបោះឆ្នោត សម្តេច តេជោ ហ៊ុន សែន ជីវិត នយោបាយ រហូតដល់ អាយុ ៧២ ឆ្នាំ ប៉ុន្តែ សម រង្ស៊ី បរាជ័យ ជាដរាប បរាជ័យ គ្មាន បក្ស ឈរ ជើង រលាយ រលត់ រត់ ចោល ស្រុក ខ្មែរ ថែម ទៀត,"['ការជាក់ស្តែង', 'ការប្រកួតប្រជែង', 'ការបោះឆ្នោត', 'សម្តេច', 'តេជោ', 'ហ៊ុន', 'សែន', 'ជីវិត', 'នយោបាយ', 'រហូតដល់', 'អាយុ', '៧២', 'ឆ្នាំ', 'ប៉ុន្តែ', 'សម', 'រង្ស៊ី', 'បរាជ័យ', 'ជាដរាប', 'បរាជ័យ', 'គ្មាន', 'បក្ស', 'ឈរ', 'ជើង', 'រលាយ', 'រលត់', 'រត់', 'ចោល', 'ស្រុក', 'ខ្មែរ', 'ថែម', 'ទៀត']",44,31
51,pair1,negative,មិត្តភក្តិខ្លះស្គាល់យើងពេលយើងមានលុយ ពេលយើងអាចជួយគេបាន ពេលគេអាចពឹងយើងបាន ប៉ុន្តែពេលយើងលំបាកខ្លាំងពួកគេក៏បាត់ទៅណាអស់។,មិត្តភក្តិ ខ្លះ ស្គាល់ មាន លុយ ជួយ ពឹង ប៉ុន្តែ លំបាក ខ្លាំង ពួកគេ បាត់ អស់,"['មិត្តភក្តិ', 'ខ្លះ', 'ស្គាល់', 'មាន', 'លុយ', 'ជួយ', 'ពឹង', 'ប៉ុន្តែ', 'លំបាក', 'ខ្លាំង', 'ពួកគេ', 'បាត់', 'អស់']",32,13
